geoname,code,geofips,description,year,dollars
Georgia,GA, 13000,Other services,2015,33011.4
Georgia,GA, 13000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2015,3642.8
Georgia,GA, 13000,Gross output of nonprofit institutions,2015,32446.8
Georgia,GA, 13000,Less: Receipts from sales of goods and services by nonprofit institutions,2015,28804.0
Georgia,GA, 13000,Personal consumption expenditures,2016,353523.6
Georgia,GA, 13000,Goods,2016,120129.4
Georgia,GA, 13000,Durable goods,2016,40514.7
Georgia,GA, 13000,Motor vehicles and parts,2016,15996.0
Georgia,GA, 13000,Furnishings and durable household equipment,2016,9512.4
Georgia,GA, 13000,Recreational goods and vehicles,2016,9085.3
Georgia,GA, 13000,Other durable goods,2016,5920.9
Georgia,GA, 13000,Nondurable goods,2016,79614.7
Georgia,GA, 13000,Food and beverages purchased for off-premises consumption,2016,29639.0
Georgia,GA, 13000,Clothing and footwear,2016,11426.2
Georgia,GA, 13000,Gasoline and other energy goods,2016,8985.2
Georgia,GA, 13000,Other nondurable goods,2016,29564.2
Georgia,GA, 13000,Services,2016,233394.2
Georgia,GA, 13000,Household consumption expenditures (for services),2016,229595.9
Georgia,GA, 13000,Housing and utilities,2016,62779.1
Georgia,GA, 13000,Health care,2016,58199.0
Georgia,GA, 13000,Transportation services,2016,9023.2
Georgia,GA, 13000,Recreation services,2016,13288.8
Georgia,GA, 13000,Food services and accommodations,2016,26094.3
Georgia,GA, 13000,Financial services and insurance,2016,25636.3
Georgia,GA, 13000,Other services,2016,34575.2
Georgia,GA, 13000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2016,3798.3
Georgia,GA, 13000,Gross output of nonprofit institutions,2016,35058.7
Georgia,GA, 13000,Less: Receipts from sales of goods and services by nonprofit institutions,2016,31260.4
Georgia,GA, 13000,Personal consumption expenditures,2017,371696.0
Georgia,GA, 13000,Goods,2017,127371.3
Georgia,GA, 13000,Durable goods,2017,42763.9
Georgia,GA, 13000,Motor vehicles and parts,2017,16557.0
Georgia,GA, 13000,Furnishings and durable household equipment,2017,10127.6
Georgia,GA, 13000,Recreational goods and vehicles,2017,10006.3
Georgia,GA, 13000,Other durable goods,2017,6073.0
Georgia,GA, 13000,Nondurable goods,2017,84607.4
Georgia,GA, 13000,Food and beverages purchased for off-premises consumption,2017,31263.0
Georgia,GA, 13000,Clothing and footwear,2017,11505.1
Georgia,GA, 13000,Gasoline and other energy goods,2017,10285.4
Georgia,GA, 13000,Other nondurable goods,2017,31554.0
Georgia,GA, 13000,Services,2017,244324.6
Georgia,GA, 13000,Household consumption expenditures (for services),2017,240534.3
Georgia,GA, 13000,Housing and utilities,2017,65761.9
Georgia,GA, 13000,Health care,2017,60370.8
Georgia,GA, 13000,Transportation services,2017,9634.5
Georgia,GA, 13000,Recreation services,2017,13882.2
Georgia,GA, 13000,Food services and accommodations,2017,27437.7
Georgia,GA, 13000,Financial services and insurance,2017,27040.5
Georgia,GA, 13000,Other services,2017,36406.5
Georgia,GA, 13000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2017,3790.3
Georgia,GA, 13000,Gross output of nonprofit institutions,2017,36580.7
Georgia,GA, 13000,Less: Receipts from sales of goods and services by nonprofit institutions,2017,32790.4
Georgia,GA, 13000,Personal consumption expenditures,2018,389975.9
Georgia,GA, 13000,Goods,2018,134384.9
Georgia,GA, 13000,Durable goods,2018,45450.8
Georgia,GA, 13000,Motor vehicles and parts,2018,17416.1
Georgia,GA, 13000,Furnishings and durable household equipment,2018,10932.3
Georgia,GA, 13000,Recreational goods and vehicles,2018,10782.1
Georgia,GA, 13000,Other durable goods,2018,6320.3
Georgia,GA, 13000,Nondurable goods,2018,88934.1
Georgia,GA, 13000,Food and beverages purchased for off-premises consumption,2018,32258.8
Georgia,GA, 13000,Clothing and footwear,2018,11985.2
Georgia,GA, 13000,Gasoline and other energy goods,2018,11521.6
Georgia,GA, 13000,Other nondurable goods,2018,33168.5
Georgia,GA, 13000,Services,2018,255590.9
Georgia,GA, 13000,Household consumption expenditures (for services),2018,251816.3
Georgia,GA, 13000,Housing and utilities,2018,68813.4
Georgia,GA, 13000,Health care,2018,63770.9
Georgia,GA, 13000,Transportation services,2018,10269.7
Georgia,GA, 13000,Recreation services,2018,13993.9
Georgia,GA, 13000,Food services and accommodations,2018,28781.1
Georgia,GA, 13000,Financial services and insurance,2018,28323.1
Georgia,GA, 13000,Other services,2018,37864.3
Georgia,GA, 13000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2018,3774.6
Georgia,GA, 13000,Gross output of nonprofit institutions,2018,38629.3
Georgia,GA, 13000,Less: Receipts from sales of goods and services by nonprofit institutions,2018,34854.7
Georgia,GA, 13000,Personal consumption expenditures,2019,404263.7
Georgia,GA, 13000,Goods,2019,138612.3
Georgia,GA, 13000,Durable goods,2019,47207.1
Georgia,GA, 13000,Motor vehicles and parts,2019,17656.5
Georgia,GA, 13000,Furnishings and durable household equipment,2019,11561.3
Georgia,GA, 13000,Recreational goods and vehicles,2019,11613.3
Georgia,GA, 13000,Other durable goods,2019,6375.9
Georgia,GA, 13000,Nondurable goods,2019,91405.3
Georgia,GA, 13000,Food and beverages purchased for off-premises consumption,2019,33212.8
Georgia,GA, 13000,Clothing and footwear,2019,12190.1
Georgia,GA, 13000,Gasoline and other energy goods,2019,11020.0
Georgia,GA, 13000,Other nondurable goods,2019,34982.4
Georgia,GA, 13000,Services,2019,265651.4
Georgia,GA, 13000,Household consumption expenditures (for services),2019,262052.2
Georgia,GA, 13000,Housing and utilities,2019,72656.6
Georgia,GA, 13000,Health care,2019,65982.1
Georgia,GA, 13000,Transportation services,2019,10805.3
Georgia,GA, 13000,Recreation services,2019,14274.2
Georgia,GA, 13000,Food services and accommodations,2019,29847.9
Georgia,GA, 13000,Financial services and insurance,2019,28871.7
Georgia,GA, 13000,Other services,2019,39614.4
Georgia,GA, 13000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2019,3599.2
Georgia,GA, 13000,Gross output of nonprofit institutions,2019,39396.2
Georgia,GA, 13000,Less: Receipts from sales of goods and services by nonprofit institutions,2019,35797.0
Hawaii,HI, 15000,Personal consumption expenditures,1997,25888.4
Hawaii,HI, 15000,Goods,1997,8877.8
Hawaii,HI, 15000,Durable goods,1997,2702.0
Hawaii,HI, 15000,Motor vehicles and parts,1997,886.5
Hawaii,HI, 15000,Furnishings and durable household equipment,1997,616.1
Hawaii,HI, 15000,Recreational goods and vehicles,1997,756.4
Hawaii,HI, 15000,Other durable goods,1997,443.0
Hawaii,HI, 15000,Nondurable goods,1997,6175.8
Hawaii,HI, 15000,Food and beverages purchased for off-premises consumption,1997,2620.5
Hawaii,HI, 15000,Clothing and footwear,1997,987.4
Hawaii,HI, 15000,Gasoline and other energy goods,1997,515.5
Hawaii,HI, 15000,Other nondurable goods,1997,2052.4
Hawaii,HI, 15000,Services,1997,17010.6
Hawaii,HI, 15000,Household consumption expenditures (for services),1997,16168.6
Hawaii,HI, 15000,Housing and utilities,1997,4739.6
Hawaii,HI, 15000,Health care,1997,3826.7
Hawaii,HI, 15000,Transportation services,1997,868.7
Hawaii,HI, 15000,Recreation services,1997,916.0
Hawaii,HI, 15000,Food services and accommodations,1997,1350.6
Hawaii,HI, 15000,Financial services and insurance,1997,1817.6
Hawaii,HI, 15000,Other services,1997,2649.3
Hawaii,HI, 15000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),1997,842.0
Hawaii,HI, 15000,Gross output of nonprofit institutions,1997,2701.0
Hawaii,HI, 15000,Less: Receipts from sales of goods and services by nonprofit institutions,1997,1859.0
Hawaii,HI, 15000,Personal consumption expenditures,1998,26480.1
Hawaii,HI, 15000,Goods,1998,8792.4
Hawaii,HI, 15000,Durable goods,1998,2748.3
Hawaii,HI, 15000,Motor vehicles and parts,1998,932.2
Hawaii,HI, 15000,Furnishings and durable household equipment,1998,615.6
Hawaii,HI, 15000,Recreational goods and vehicles,1998,769.6
Hawaii,HI, 15000,Other durable goods,1998,430.8
Hawaii,HI, 15000,Nondurable goods,1998,6044.2
Hawaii,HI, 15000,Food and beverages purchased for off-premises consumption,1998,2575.6
Hawaii,HI, 15000,Clothing and footwear,1998,920.5
Hawaii,HI, 15000,Gasoline and other energy goods,1998,453.5
Hawaii,HI, 15000,Other nondurable goods,1998,2094.6
Hawaii,HI, 15000,Services,1998,17687.7
Hawaii,HI, 15000,Household consumption expenditures (for services),1998,16704.7
Hawaii,HI, 15000,Housing and utilities,1998,4992.2
Hawaii,HI, 15000,Health care,1998,3869.6
Hawaii,HI, 15000,Transportation services,1998,917.9
Hawaii,HI, 15000,Recreation services,1998,907.1
Hawaii,HI, 15000,Food services and accommodations,1998,1326.1
Hawaii,HI, 15000,Financial services and insurance,1998,1924.2
Hawaii,HI, 15000,Other services,1998,2767.4
Hawaii,HI, 15000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),1998,983.0
Hawaii,HI, 15000,Gross output of nonprofit institutions,1998,2946.0
Hawaii,HI, 15000,Less: Receipts from sales of goods and services by nonprofit institutions,1998,1963.0
Hawaii,HI, 15000,Personal consumption expenditures,1999,27473.0
Hawaii,HI, 15000,Goods,1999,9365.1
Hawaii,HI, 15000,Durable goods,1999,3013.3
Hawaii,HI, 15000,Motor vehicles and parts,1999,1045.1
Hawaii,HI, 15000,Furnishings and durable household equipment,1999,670.3
Hawaii,HI, 15000,Recreational goods and vehicles,1999,850.2
Hawaii,HI, 15000,Other durable goods,1999,447.7
Hawaii,HI, 15000,Nondurable goods,1999,6351.8
Hawaii,HI, 15000,Food and beverages purchased for off-premises consumption,1999,2695.3
Hawaii,HI, 15000,Clothing and footwear,1999,911.0
Hawaii,HI, 15000,Gasoline and other energy goods,1999,483.9
Hawaii,HI, 15000,Other nondurable goods,1999,2261.6
Hawaii,HI, 15000,Services,1999,18108.0
Hawaii,HI, 15000,Household consumption expenditures (for services),1999,17163.0
Hawaii,HI, 15000,Housing and utilities,1999,5264.4
Hawaii,HI, 15000,Health care,1999,3885.6
Hawaii,HI, 15000,Transportation services,1999,944.5
Hawaii,HI, 15000,Recreation services,1999,910.4
Hawaii,HI, 15000,Food services and accommodations,1999,1337.1
Hawaii,HI, 15000,Financial services and insurance,1999,2041.3
Hawaii,HI, 15000,Other services,1999,2779.7
Hawaii,HI, 15000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),1999,945.0
Hawaii,HI, 15000,Gross output of nonprofit institutions,1999,2903.0
Hawaii,HI, 15000,Less: Receipts from sales of goods and services by nonprofit institutions,1999,1958.0
Hawaii,HI, 15000,Personal consumption expenditures,2000,29315.1
Hawaii,HI, 15000,Goods,2000,9968.7
Hawaii,HI, 15000,Durable goods,2000,3282.2
Hawaii,HI, 15000,Motor vehicles and parts,2000,1161.8
Hawaii,HI, 15000,Furnishings and durable household equipment,2000,721.9
Hawaii,HI, 15000,Recreational goods and vehicles,2000,932.7
Hawaii,HI, 15000,Other durable goods,2000,465.8
Hawaii,HI, 15000,Nondurable goods,2000,6686.5
Hawaii,HI, 15000,Food and beverages purchased for off-premises consumption,2000,2816.3
Hawaii,HI, 15000,Clothing and footwear,2000,919.3
Hawaii,HI, 15000,Gasoline and other energy goods,2000,590.3
Hawaii,HI, 15000,Other nondurable goods,2000,2360.5
Hawaii,HI, 15000,Services,2000,19346.4
Hawaii,HI, 15000,Household consumption expenditures (for services),2000,18275.4
Hawaii,HI, 15000,Housing and utilities,2000,5635.4
Hawaii,HI, 15000,Health care,2000,3991.6
Hawaii,HI, 15000,Transportation services,2000,1078.9
Hawaii,HI, 15000,Recreation services,2000,987.8
Hawaii,HI, 15000,Food services and accommodations,2000,1473.2
Hawaii,HI, 15000,Financial services and insurance,2000,2246.0
Hawaii,HI, 15000,Other services,2000,2862.5
Hawaii,HI, 15000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2000,1071.0
Hawaii,HI, 15000,Gross output of nonprofit institutions,2000,3128.0
Hawaii,HI, 15000,Less: Receipts from sales of goods and services by nonprofit institutions,2000,2057.0
Hawaii,HI, 15000,Personal consumption expenditures,2001,30507.9
Hawaii,HI, 15000,Goods,2001,10434.9
Hawaii,HI, 15000,Durable goods,2001,3519.7
Hawaii,HI, 15000,Motor vehicles and parts,2001,1265.8
Hawaii,HI, 15000,Furnishings and durable household equipment,2001,795.9
Hawaii,HI, 15000,Recreational goods and vehicles,2001,1019.0
Hawaii,HI, 15000,Other durable goods,2001,438.9
Hawaii,HI, 15000,Nondurable goods,2001,6915.2
Hawaii,HI, 15000,Food and beverages purchased for off-premises consumption,2001,2986.3
Hawaii,HI, 15000,Clothing and footwear,2001,876.6
Hawaii,HI, 15000,Gasoline and other energy goods,2001,540.8
Hawaii,HI, 15000,Other nondurable goods,2001,2511.4
Hawaii,HI, 15000,Services,2001,20073.0
Hawaii,HI, 15000,Household consumption expenditures (for services),2001,18922.0
Hawaii,HI, 15000,Housing and utilities,2001,6004.3
Hawaii,HI, 15000,Health care,2001,4282.1
Hawaii,HI, 15000,Transportation services,2001,1017.1
Hawaii,HI, 15000,Recreation services,2001,997.5
Hawaii,HI, 15000,Food services and accommodations,2001,1437.8
Hawaii,HI, 15000,Financial services and insurance,2001,2207.7
Hawaii,HI, 15000,Other services,2001,2975.4
Hawaii,HI, 15000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2001,1151.0
Hawaii,HI, 15000,Gross output of nonprofit institutions,2001,3302.0
Hawaii,HI, 15000,Less: Receipts from sales of goods and services by nonprofit institutions,2001,2151.0
Hawaii,HI, 15000,Personal consumption expenditures,2002,31692.0
Hawaii,HI, 15000,Goods,2002,10835.6
Hawaii,HI, 15000,Durable goods,2002,3848.9
Hawaii,HI, 15000,Motor vehicles and parts,2002,1471.2
Hawaii,HI, 15000,Furnishings and durable household equipment,2002,851.8
Hawaii,HI, 15000,Recreational goods and vehicles,2002,1099.2
Hawaii,HI, 15000,Other durable goods,2002,426.7
Hawaii,HI, 15000,Nondurable goods,2002,6986.8
Hawaii,HI, 15000,Food and beverages purchased for off-premises consumption,2002,3061.5
Hawaii,HI, 15000,Clothing and footwear,2002,806.6
Hawaii,HI, 15000,Gasoline and other energy goods,2002,512.6
Hawaii,HI, 15000,Other nondurable goods,2002,2606.0
Hawaii,HI, 15000,Services,2002,20856.4
Hawaii,HI, 15000,Household consumption expenditures (for services),2002,19586.3
Hawaii,HI, 15000,Housing and utilities,2002,6237.6
Hawaii,HI, 15000,Health care,2002,4541.8
Hawaii,HI, 15000,Transportation services,2002,1018.2
Hawaii,HI, 15000,Recreation services,2002,1008.8
Hawaii,HI, 15000,Food services and accommodations,2002,1481.1
Hawaii,HI, 15000,Financial services and insurance,2002,2238.9
Hawaii,HI, 15000,Other services,2002,3059.9
Hawaii,HI, 15000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2002,1270.0
Hawaii,HI, 15000,Gross output of nonprofit institutions,2002,3568.0
Hawaii,HI, 15000,Less: Receipts from sales of goods and services by nonprofit institutions,2002,2298.0
Hawaii,HI, 15000,Personal consumption expenditures,2003,33813.0
Hawaii,HI, 15000,Goods,2003,11599.4
Hawaii,HI, 15000,Durable goods,2003,4280.8
Hawaii,HI, 15000,Motor vehicles and parts,2003,1675.2
Hawaii,HI, 15000,Furnishings and durable household equipment,2003,954.5
Hawaii,HI, 15000,Recreational goods and vehicles,2003,1185.6
Hawaii,HI, 15000,Other durable goods,2003,465.5
Hawaii,HI, 15000,Nondurable goods,2003,7318.6
Hawaii,HI, 15000,Food and beverages purchased for off-premises consumption,2003,3135.8
Hawaii,HI, 15000,Clothing and footwear,2003,830.2
Hawaii,HI, 15000,Gasoline and other energy goods,2003,593.7
Hawaii,HI, 15000,Other nondurable goods,2003,2758.8
Hawaii,HI, 15000,Services,2003,22213.6
Hawaii,HI, 15000,Household consumption expenditures (for services),2003,20827.6
Hawaii,HI, 15000,Housing and utilities,2003,6494.2
Hawaii,HI, 15000,Health care,2003,4983.2
Hawaii,HI, 15000,Transportation services,2003,1076.6
Hawaii,HI, 15000,Recreation services,2003,1053.2
Hawaii,HI, 15000,Food services and accommodations,2003,1624.3
Hawaii,HI, 15000,Financial services and insurance,2003,2328.3
Hawaii,HI, 15000,Other services,2003,3267.7
Hawaii,HI, 15000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2003,1386.0
Hawaii,HI, 15000,Gross output of nonprofit institutions,2003,3810.0
Hawaii,HI, 15000,Less: Receipts from sales of goods and services by nonprofit institutions,2003,2424.0
Hawaii,HI, 15000,Personal consumption expenditures,2004,36309.7
Hawaii,HI, 15000,Goods,2004,12710.5
Hawaii,HI, 15000,Durable goods,2004,4738.7
Hawaii,HI, 15000,Motor vehicles and parts,2004,1746.4
Hawaii,HI, 15000,Furnishings and durable household equipment,2004,1081.1
Hawaii,HI, 15000,Recreational goods and vehicles,2004,1397.5
Hawaii,HI, 15000,Other durable goods,2004,513.6
Hawaii,HI, 15000,Nondurable goods,2004,7971.9
Hawaii,HI, 15000,Food and beverages purchased for off-premises consumption,2004,3340.3
Hawaii,HI, 15000,Clothing and footwear,2004,874.9
Hawaii,HI, 15000,Gasoline and other energy goods,2004,711.5
Hawaii,HI, 15000,Other nondurable goods,2004,3045.1
Hawaii,HI, 15000,Services,2004,23599.2
Hawaii,HI, 15000,Household consumption expenditures (for services),2004,22169.2
Hawaii,HI, 15000,Housing and utilities,2004,6889.0
Hawaii,HI, 15000,Health care,2004,5155.2
Hawaii,HI, 15000,Transportation services,2004,1175.5
Hawaii,HI, 15000,Recreation services,2004,1149.3
Hawaii,HI, 15000,Food services and accommodations,2004,1831.5
Hawaii,HI, 15000,Financial services and insurance,2004,2498.8
Hawaii,HI, 15000,Other services,2004,3469.8
Hawaii,HI, 15000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2004,1430.0
Hawaii,HI, 15000,Gross output of nonprofit institutions,2004,4034.0
Hawaii,HI, 15000,Less: Receipts from sales of goods and services by nonprofit institutions,2004,2604.0
Hawaii,HI, 15000,Personal consumption expenditures,2005,39558.9
Hawaii,HI, 15000,Goods,2005,13772.4
Hawaii,HI, 15000,Durable goods,2005,5085.0
Hawaii,HI, 15000,Motor vehicles and parts,2005,1746.8
Hawaii,HI, 15000,Furnishings and durable household equipment,2005,1218.5
Hawaii,HI, 15000,Recreational goods and vehicles,2005,1539.1
Hawaii,HI, 15000,Other durable goods,2005,580.5
Hawaii,HI, 15000,Nondurable goods,2005,8687.4
Hawaii,HI, 15000,Food and beverages purchased for off-premises consumption,2005,3610.3
Hawaii,HI, 15000,Clothing and footwear,2005,954.2
Hawaii,HI, 15000,Gasoline and other energy goods,2005,850.0
Hawaii,HI, 15000,Other nondurable goods,2005,3273.0
Hawaii,HI, 15000,Services,2005,25786.5
Hawaii,HI, 15000,Household consumption expenditures (for services),2005,24173.5
Hawaii,HI, 15000,Housing and utilities,2005,7438.5
Hawaii,HI, 15000,Health care,2005,5695.1
Hawaii,HI, 15000,Transportation services,2005,1269.3
Hawaii,HI, 15000,Recreation services,2005,1244.1
Hawaii,HI, 15000,Food services and accommodations,2005,2009.5
Hawaii,HI, 15000,Financial services and insurance,2005,2763.2
Hawaii,HI, 15000,Other services,2005,3753.9
Hawaii,HI, 15000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2005,1613.0
Hawaii,HI, 15000,Gross output of nonprofit institutions,2005,4475.0
Hawaii,HI, 15000,Less: Receipts from sales of goods and services by nonprofit institutions,2005,2862.0
Hawaii,HI, 15000,Personal consumption expenditures,2006,42367.7
Hawaii,HI, 15000,Goods,2006,14593.8
Hawaii,HI, 15000,Durable goods,2006,5279.1
Hawaii,HI, 15000,Motor vehicles and parts,2006,1675.6
Hawaii,HI, 15000,Furnishings and durable household equipment,2006,1261.8
Hawaii,HI, 15000,Recreational goods and vehicles,2006,1701.5
Hawaii,HI, 15000,Other durable goods,2006,640.2
Hawaii,HI, 15000,Nondurable goods,2006,9314.7
Hawaii,HI, 15000,Food and beverages purchased for off-premises consumption,2006,3832.4
Hawaii,HI, 15000,Clothing and footwear,2006,981.3
Hawaii,HI, 15000,Gasoline and other energy goods,2006,996.3
Hawaii,HI, 15000,Other nondurable goods,2006,3504.7
Hawaii,HI, 15000,Services,2006,27773.9
Hawaii,HI, 15000,Household consumption expenditures (for services),2006,25846.9
Hawaii,HI, 15000,Housing and utilities,2006,8044.6
Hawaii,HI, 15000,Health care,2006,5906.1
Hawaii,HI, 15000,Transportation services,2006,1329.0
Hawaii,HI, 15000,Recreation services,2006,1325.6
Hawaii,HI, 15000,Food services and accommodations,2006,2182.3
Hawaii,HI, 15000,Financial services and insurance,2006,2968.2
Hawaii,HI, 15000,Other services,2006,4091.1
Hawaii,HI, 15000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2006,1927.0
Hawaii,HI, 15000,Gross output of nonprofit institutions,2006,5015.0
Hawaii,HI, 15000,Less: Receipts from sales of goods and services by nonprofit institutions,2006,3088.0
Hawaii,HI, 15000,Personal consumption expenditures,2007,44386.0
Hawaii,HI, 15000,Goods,2007,15134.7
Hawaii,HI, 15000,Durable goods,2007,5362.6
Hawaii,HI, 15000,Motor vehicles and parts,2007,1622.0
Hawaii,HI, 15000,Furnishings and durable household equipment,2007,1267.9
Hawaii,HI, 15000,Recreational goods and vehicles,2007,1797.5
Hawaii,HI, 15000,Other durable goods,2007,675.2
Hawaii,HI, 15000,Nondurable goods,2007,9772.1
Hawaii,HI, 15000,Food and beverages purchased for off-premises consumption,2007,4025.2
Hawaii,HI, 15000,Clothing and footwear,2007,980.1
Hawaii,HI, 15000,Gasoline and other energy goods,2007,1056.6
Hawaii,HI, 15000,Other nondurable goods,2007,3710.2
Hawaii,HI, 15000,Services,2007,29251.3
Hawaii,HI, 15000,Household consumption expenditures (for services),2007,27305.3
Hawaii,HI, 15000,Housing and utilities,2007,8538.4
Hawaii,HI, 15000,Health care,2007,6297.0
Hawaii,HI, 15000,Transportation services,2007,1328.6
Hawaii,HI, 15000,Recreation services,2007,1388.9
Hawaii,HI, 15000,Food services and accommodations,2007,2285.0
Hawaii,HI, 15000,Financial services and insurance,2007,3219.3
Hawaii,HI, 15000,Other services,2007,4248.2
Hawaii,HI, 15000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2007,1946.0
Hawaii,HI, 15000,Gross output of nonprofit institutions,2007,5163.0
Hawaii,HI, 15000,Less: Receipts from sales of goods and services by nonprofit institutions,2007,3217.0
Hawaii,HI, 15000,Personal consumption expenditures,2008,46601.1
Hawaii,HI, 15000,Goods,2008,15430.4
Hawaii,HI, 15000,Durable goods,2008,5125.1
Hawaii,HI, 15000,Motor vehicles and parts,2008,1348.9
Hawaii,HI, 15000,Furnishings and durable household equipment,2008,1220.6
Hawaii,HI, 15000,Recreational goods and vehicles,2008,1875.9
Hawaii,HI, 15000,Other durable goods,2008,679.6
Hawaii,HI, 15000,Nondurable goods,2008,10305.4
Hawaii,HI, 15000,Food and beverages purchased for off-premises consumption,2008,4227.6
Hawaii,HI, 15000,Clothing and footwear,2008,977.9
Hawaii,HI, 15000,Gasoline and other energy goods,2008,1209.3
Hawaii,HI, 15000,Other nondurable goods,2008,3890.5
Hawaii,HI, 15000,Services,2008,31170.7
Hawaii,HI, 15000,Household consumption expenditures (for services),2008,29000.3
Hawaii,HI, 15000,Housing and utilities,2008,9293.2
Hawaii,HI, 15000,Health care,2008,6710.8
Hawaii,HI, 15000,Transportation services,2008,1368.5
Hawaii,HI, 15000,Recreation services,2008,1468.8
Hawaii,HI, 15000,Food services and accommodations,2008,2291.6
Hawaii,HI, 15000,Financial services and insurance,2008,3439.9
Hawaii,HI, 15000,Other services,2008,4427.4
Hawaii,HI, 15000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2008,2170.4
Hawaii,HI, 15000,Gross output of nonprofit institutions,2008,5549.1
Hawaii,HI, 15000,Less: Receipts from sales of goods and services by nonprofit institutions,2008,3378.8
Hawaii,HI, 15000,Personal consumption expenditures,2009,46360.6
Hawaii,HI, 15000,Goods,2009,15093.5
Hawaii,HI, 15000,Durable goods,2009,4767.7
Hawaii,HI, 15000,Motor vehicles and parts,2009,1207.3
Hawaii,HI, 15000,Furnishings and durable household equipment,2009,1113.1
Hawaii,HI, 15000,Recreational goods and vehicles,2009,1796.7
Hawaii,HI, 15000,Other durable goods,2009,650.7
Hawaii,HI, 15000,Nondurable goods,2009,10325.8
Hawaii,HI, 15000,Food and beverages purchased for off-premises consumption,2009,4445.0
Hawaii,HI, 15000,Clothing and footwear,2009,940.2
Hawaii,HI, 15000,Gasoline and other energy goods,2009,876.9
Hawaii,HI, 15000,Other nondurable goods,2009,4063.7
Hawaii,HI, 15000,Services,2009,31267.1
Hawaii,HI, 15000,Household consumption expenditures (for services),2009,29143.0
Hawaii,HI, 15000,Housing and utilities,2009,9522.8
Hawaii,HI, 15000,Health care,2009,6917.7
Hawaii,HI, 15000,Transportation services,2009,1295.9
Hawaii,HI, 15000,Recreation services,2009,1463.7
Hawaii,HI, 15000,Food services and accommodations,2009,2216.0
Hawaii,HI, 15000,Financial services and insurance,2009,3390.3
Hawaii,HI, 15000,Other services,2009,4336.5
Hawaii,HI, 15000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2009,2124.1
Hawaii,HI, 15000,Gross output of nonprofit institutions,2009,5722.7
Hawaii,HI, 15000,Less: Receipts from sales of goods and services by nonprofit institutions,2009,3598.5
Hawaii,HI, 15000,Personal consumption expenditures,2010,48196.8
Hawaii,HI, 15000,Goods,2010,15531.0
Hawaii,HI, 15000,Durable goods,2010,4827.0
Hawaii,HI, 15000,Motor vehicles and parts,2010,1237.4
Hawaii,HI, 15000,Furnishings and durable household equipment,2010,1116.1
Hawaii,HI, 15000,Recreational goods and vehicles,2010,1776.6
Hawaii,HI, 15000,Other durable goods,2010,696.9
Hawaii,HI, 15000,Nondurable goods,2010,10704.1
Hawaii,HI, 15000,Food and beverages purchased for off-premises consumption,2010,4552.6
Hawaii,HI, 15000,Clothing and footwear,2010,999.3
Hawaii,HI, 15000,Gasoline and other energy goods,2010,1002.1
Hawaii,HI, 15000,Other nondurable goods,2010,4150.1
Hawaii,HI, 15000,Services,2010,32665.8
Hawaii,HI, 15000,Household consumption expenditures (for services),2010,30537.1
Hawaii,HI, 15000,Housing and utilities,2010,10085.0
Hawaii,HI, 15000,Health care,2010,6956.0
Hawaii,HI, 15000,Transportation services,2010,1375.2
Hawaii,HI, 15000,Recreation services,2010,1545.7
Hawaii,HI, 15000,Food services and accommodations,2010,2353.7
Hawaii,HI, 15000,Financial services and insurance,2010,3764.1
Hawaii,HI, 15000,Other services,2010,4457.4
Hawaii,HI, 15000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2010,2128.7
Hawaii,HI, 15000,Gross output of nonprofit institutions,2010,5919.1
Hawaii,HI, 15000,Less: Receipts from sales of goods and services by nonprofit institutions,2010,3790.4
Hawaii,HI, 15000,Personal consumption expenditures,2011,50614.7
Hawaii,HI, 15000,Goods,2011,16292.0
Hawaii,HI, 15000,Durable goods,2011,5062.2
Hawaii,HI, 15000,Motor vehicles and parts,2011,1329.3
Hawaii,HI, 15000,Furnishings and durable household equipment,2011,1132.6
Hawaii,HI, 15000,Recreational goods and vehicles,2011,1795.0
Hawaii,HI, 15000,Other durable goods,2011,805.4
Hawaii,HI, 15000,Nondurable goods,2011,11229.8
Hawaii,HI, 15000,Food and beverages purchased for off-premises consumption,2011,4759.5
Hawaii,HI, 15000,Clothing and footwear,2011,1095.8
Hawaii,HI, 15000,Gasoline and other energy goods,2011,1163.4
Hawaii,HI, 15000,Other nondurable goods,2011,4211.0
Hawaii,HI, 15000,Services,2011,34322.7
Hawaii,HI, 15000,Household consumption expenditures (for services),2011,32127.6
